Group,Num,Time,Priority,Category,Message,Source,Destination,Notes,Rule
11,36,UTC 11/01/2014 12:20:17.896,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2716,X0",Port: 2716,
11,37,UTC 11/01/2014 12:20:38.448,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,38,UTC 11/01/2014 12:20:49.832,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2718,X0",Port: 2718,
11,39,UTC 11/01/2014 12:20:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59235,X1","173.240.220.68,80,X1",TCP HTTP,
11,40,UTC 11/01/2014 12:21:15.064,Notice,Network Access,UDP packet dropped,"173.240.220.50,56938,X1","173.240.220.255,137",NetBios NS UDP,
11,41,UTC 11/01/2014 12:21:44.304,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
11,42,UTC 11/01/2014 12:21:57.480,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
11,43,UTC 11/01/2014 12:21:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59255,X1","173.240.220.68,80,X1",TCP HTTP,
11,44,UTC 11/01/2014 12:22:00.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,45,UTC 11/01/2014 12:22:16.128,Notice,Network Access,UDP packet dropped,"142.196.0.40,50683,X1,142-196-0-40.res.bhn.net","173.240.220.68,16975,X1",Port: 16975,
11,46,UTC 11/01/2014 12:22:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59274,X1","173.240.220.68,80,X1",TCP HTTP,
11,47,UTC 11/01/2014 12:23:17.896,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2728,X0",Port: 2728,
11,48,UTC 11/01/2014 12:23:27.576,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,49,UTC 11/01/2014 12:23:30.624,Notice,Network Access,UDP packet dropped,"142.196.0.40,50683,X1,142-196-0-40.res.bhn.net","173.240.220.68,16975,X1",Port: 16975,
11,50,UTC 11/01/2014 12:23:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59292,X1","173.240.220.68,80,X1",TCP HTTP,
11,51,UTC 11/01/2014 12:24:17.896,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2731,X0",Port: 2731,
11,52,UTC 11/01/2014 12:24:35.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,53,UTC 11/01/2014 12:24:42.864,Notice,Network Access,UDP packet dropped,"173.240.220.50,32775,X1","173.240.220.255,137",NetBios NS UDP,
11,54,UTC 11/01/2014 12:24:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59309,X1","173.240.220.68,80,X1",TCP HTTP,
11,55,UTC 11/01/2014 12:25:18.080,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2736,X0",Port: 2736,
11,56,UTC 11/01/2014 12:25:51.560,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,57,UTC 11/01/2014 12:25:56.032,Notice,Network Access,UDP packet dropped,"5.18.142.152,56896,X1","173.240.220.68,26965,X1",Port: 26965,
11,58,UTC 11/01/2014 12:25:57.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59325,X1","173.240.220.68,80,X1",TCP HTTP,
11,59,UTC 11/01/2014 12:26:06.560,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
11,60,UTC 11/01/2014 12:26:49.880,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2742,X0",Port: 2742,
11,61,UTC 11/01/2014 12:27:04.864,Notice,Network Access,Web management request allowed,"216.255.240.34,59342,X1","173.240.220.68,80,X1",TCP HTTP,
11,62,UTC 11/01/2014 12:27:04.864,Notice,Network Access,Web management request allowed,"216.255.240.34,59341,X1","173.240.220.68,80,X1",TCP HTTP,
11,63,UTC 11/01/2014 12:27:05.048,Notice,Network Access,UDP packet dropped,"109.252.74.15,16381,X1","173.240.220.68,26965,X1",Port: 26965,
11,64,UTC 11/01/2014 12:27:49.896,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2747,X0",Port: 2747,
11,65,UTC 11/01/2014 12:28:04.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59357,X1","173.240.220.68,80,X1",TCP HTTP,
11,66,UTC 11/01/2014 12:28:10.704,Notice,Network Access,UDP packet dropped,"173.240.220.50,39851,X1","173.240.220.255,137",NetBios NS UDP,
11,67,UTC 11/01/2014 12:28:49.896,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2751,X0",Port: 2751,
11,68,UTC 11/01/2014 12:29:04.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59374,X1","173.240.220.68,80,X1",TCP HTTP,
11,69,UTC 11/01/2014 12:29:15.336,Info,Network Access,ICMP packet allowed,"183.61.224.148,16605,X1","173.240.220.68,8,X1","Echo,Code: 0",
11,70,UTC 11/01/2014 12:29:15.880,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
11,71,UTC 11/01/2014 12:29:26.336,Notice,Network Access,UDP packet dropped,"94.59.17.2,48036,X1","173.240.220.68,2061,X1",Port: 2061,
11,72,UTC 11/01/2014 12:29:29.144,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,73,UTC 11/01/2014 12:29:49.912,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2757,X0",Port: 2757,
11,74,UTC 11/01/2014 12:30:04.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59389,X1","173.240.220.68,80,X1",TCP HTTP,
11,75,UTC 11/01/2014 12:30:37.704,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,76,UTC 11/01/2014 12:30:49.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2759,X0",Port: 2759,
11,77,UTC 11/01/2014 12:30:55.640,Notice,Network Access,UDP packet dropped,"151.15.32.42,53824,X1,ppp-42-32.15-151.iol.it","173.240.220.68,26965,X1",Port: 26965,
11,78,UTC 11/01/2014 12:31:04.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59408,X1","173.240.220.68,80,X1",TCP HTTP,
11,79,UTC 11/01/2014 12:31:42.784,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,80,UTC 11/01/2014 12:31:49.880,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2766,X0",Port: 2766,
11,81,UTC 11/01/2014 12:32:04.912,Notice,Network Access,Web management request allowed,"216.255.240.34,59427,X1","173.240.220.68,80,X1",TCP HTTP,
11,82,UTC 11/01/2014 12:32:13.320,Notice,Network Access,TCP connection dropped,"123.4.129.71,4329,X1","173.240.220.68,23,X1",Telnet,
11,83,UTC 11/01/2014 12:32:13.608,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
11,84,UTC 11/01/2014 12:32:19.688,Notice,Network Access,UDP packet dropped,"173.240.220.50,52924,X1","173.240.220.255,137",NetBios NS UDP,
11,85,UTC 11/01/2014 12:32:49.928,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2769,X0",Port: 2769,
11,86,UTC 11/01/2014 12:32:55.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,87,UTC 11/01/2014 12:33:04.912,Notice,Network Access,Web management request allowed,"216.255.240.34,59443,X1","173.240.220.68,80,X1",TCP HTTP,
11,88,UTC 11/01/2014 12:33:04.912,Notice,Network Access,Web management request allowed,"216.255.240.34,59442,X1","173.240.220.68,80,X1",TCP HTTP,
11,89,UTC 11/01/2014 12:33:49.928,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2771,X0",Port: 2771,
11,90,UTC 11/01/2014 12:34:04.928,Notice,Network Access,Web management request allowed,"216.255.240.34,59456,X1","173.240.220.68,80,X1",TCP HTTP,
11,91,UTC 11/01/2014 12:34:08.464,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,92,UTC 11/01/2014 12:34:49.944,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2774,X0",Port: 2774,
11,93,UTC 11/01/2014 12:35:04.928,Notice,Network Access,Web management request allowed,"216.255.240.34,59475,X1","173.240.220.68,80,X1",TCP HTTP,
11,94,UTC 11/01/2014 12:35:06.384,Notice,Network Access,UDP packet dropped,"173.240.220.50,58931,X1","173.240.220.255,137",NetBios NS UDP,
11,95,UTC 11/01/2014 12:35:17.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2777,X0",Port: 2777,
11,96,UTC 11/01/2014 12:35:49.944,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2778,X0",Port: 2778,
11,97,UTC 11/01/2014 12:36:04.944,Notice,Network Access,Web management request allowed,"216.255.240.34,59490,X1","173.240.220.68,80,X1",TCP HTTP,
11,98,UTC 11/01/2014 12:36:50.000,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2780,X0",Port: 2780,
11,99,UTC 11/01/2014 12:37:04.944,Notice,Network Access,Web management request allowed,"216.255.240.34,59504,X1","173.240.220.68,80,X1",TCP HTTP,
11,100,UTC 11/01/2014 12:38:05.000,Notice,Network Access,Web management request allowed,"216.255.240.34,59522,X1","173.240.220.68,80,X1",TCP HTTP,
11,101,UTC 11/01/2014 12:38:17.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2783,X0",Port: 2783,
11,102,UTC 11/01/2014 12:38:29.384,Notice,Network Access,UDP packet dropped,"93.174.93.204,7678,X1,dedicated.koddos.com","173.240.220.68,53,X1",DNS (Name Service) UDP,
11,103,UTC 11/01/2014 12:38:34.224,Notice,Network Access,UDP packet dropped,"173.240.220.50,48906,X1","173.240.220.255,137",NetBios NS UDP,
11,104,UTC 11/01/2014 12:38:34.592,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,105,UTC 11/01/2014 12:38:51.096,Notice,Network Access,TCP connection dropped,"109.252.74.15,7328,X1","173.240.220.68,26965,X1",Port: 26965,
11,106,UTC 11/01/2014 12:39:05.000,Notice,Network Access,Web management request allowed,"216.255.240.34,59540,X1","173.240.220.68,80,X1",TCP HTTP,
11,107,UTC 11/01/2014 12:39:17.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2789,X0",Port: 2789,
11,108,UTC 11/01/2014 12:40:05.000,Notice,Network Access,Web management request allowed,"216.255.240.34,59556,X1","173.240.220.68,80,X1",TCP HTTP,
11,109,UTC 11/01/2014 12:40:17.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2792,X0",Port: 2792,
11,110,UTC 11/01/2014 12:40:20.112,Notice,Network Access,UDP packet dropped,"109.252.74.15,16381,X1","173.240.220.68,26965,X1",Port: 26965,
11,111,UTC 11/01/2014 12:40:42.848,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,112,UTC 11/01/2014 12:40:43.112,Notice,Network Access,TCP connection dropped,"109.252.74.15,14963,X1","173.240.220.68,26965,X1",Port: 26965,
11,113,UTC 11/01/2014 12:41:05.016,Notice,Network Access,Web management request allowed,"216.255.240.34,59574,X1","173.240.220.68,80,X1",TCP HTTP,
11,114,UTC 11/01/2014 12:41:18.400,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
11,115,UTC 11/01/2014 12:41:42.720,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
11,116,UTC 11/01/2014 12:42:02.064,Notice,Network Access,UDP packet dropped,"173.240.220.50,41513,X1","173.240.220.255,137",NetBios NS UDP,
11,117,UTC 11/01/2014 12:42:04.528,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,118,UTC 11/01/2014 12:42:07.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59590,X1","173.240.220.68,80,X1",TCP HTTP,
11,119,UTC 11/01/2014 12:42:49.816,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2808,X0",Port: 2808,
11,120,UTC 11/01/2014 12:43:07.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59604,X1","173.240.220.68,80,X1",TCP HTTP,
11,121,UTC 11/01/2014 12:43:09.880,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,122,UTC 11/01/2014 12:43:19.192,Notice,Network Access,UDP packet dropped,"81.170.90.14,31031,X1,81-170-90-14.dynamic.dsl.as9105.com","173.240.220.68,31585,X1",Port: 31585,
11,123,UTC 11/01/2014 12:43:50.048,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2810,X0",Port: 2810,
11,124,UTC 11/01/2014 12:44:07.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59623,X1","173.240.220.68,80,X1",TCP HTTP,
11,125,UTC 11/01/2014 12:44:39.544,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
11,126,UTC 11/01/2014 12:44:50.064,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2813,X0",Port: 2813,
11,127,UTC 11/01/2014 12:45:01.112,Notice,Network Access,UDP packet dropped,"109.252.74.15,16381,X1","173.240.220.68,26965,X1",Port: 26965,
11,128,UTC 11/01/2014 12:45:01.384,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
11,129,UTC 11/01/2014 12:45:07.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59640,X1","173.240.220.68,80,X1",TCP HTTP,
11,130,UTC 11/01/2014 12:45:35.096,Notice,Network Access,TCP connection dropped,"109.252.74.15,10027,X1","173.240.220.68,26965,X1",Port: 26965,
11,131,UTC 11/01/2014 12:45:50.064,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2819,X0",Port: 2819,
11,132,UTC 11/01/2014 12:46:07.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59656,X1","173.240.220.68,80,X1",TCP HTTP,
11,133,UTC 11/01/2014 12:46:11.032,Notice,Network Access,UDP packet dropped,"173.240.220.50,57666,X1","173.240.220.255,137",NetBios NS UDP,
11,134,UTC 11/01/2014 12:46:16.608,Notice,Firewall Event,System time updated based on response from NTP server,,,Received reply from NTP server 216.119.147.47. Update system time from 11/01/2014 05:46:16.496 to 11/01/2014 05:46:16.592,
12,1,UTC 11/01/2014 12:46:50.064,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2824,X0",Port: 2824,
12,2,UTC 11/01/2014 12:47:07.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59673,X1","173.240.220.68,80,X1",TCP HTTP,
12,3,UTC 11/01/2014 12:47:10.448,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,4,UTC 11/01/2014 12:47:22.928,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
12,5,UTC 11/01/2014 12:47:50.064,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2830,X0",Port: 2830,
12,6,UTC 11/01/2014 12:48:07.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59687,X1","173.240.220.68,80,X1",TCP HTTP,
12,7,UTC 11/01/2014 12:48:08.640,Notice,Network Access,TCP connection dropped,"71.6.167.142,48457,X1,census9.shodan.io","173.240.220.68,2067,X1",RPC Services,
12,8,UTC 11/01/2014 12:48:50.080,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2833,X0",Port: 2833,
12,9,UTC 11/01/2014 12:48:57.656,Notice,Network Access,UDP packet dropped,"173.240.220.50,39146,X1","173.240.220.255,137",NetBios NS UDP,
12,10,UTC 11/01/2014 12:49:07.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59701,X1","173.240.220.68,80,X1",TCP HTTP,
12,11,UTC 11/01/2014 12:49:18.720,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,12,UTC 11/01/2014 12:49:50.080,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2837,X0",Port: 2837,
12,13,UTC 11/01/2014 12:50:07.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59717,X1","173.240.220.68,80,X1",TCP HTTP,
12,14,UTC 11/01/2014 12:50:07.912,Notice,Network Access,UDP packet dropped,"79.165.94.199,40520,X1","173.240.220.68,26965,X1",Port: 26965,
12,15,UTC 11/01/2014 12:50:08.224,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
12,16,UTC 11/01/2014 12:50:17.896,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2840,X0",Port: 2840,
12,17,UTC 11/01/2014 12:51:04.944,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2843,X0",Port: 2843,
12,18,UTC 11/01/2014 12:51:17.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59733,X1","173.240.220.68,80,X1",TCP HTTP,
12,19,UTC 11/01/2014 12:51:18.752,Notice,Network Access,TCP connection dropped,"109.175.48.124,10299,X1","173.240.220.68,26965,X1",Port: 26965,
12,20,UTC 11/01/2014 12:51:18.752,Notice,Network Access,UDP packet dropped,"109.175.48.124,29686,X1","173.240.220.68,26965,X1",Port: 26965,
12,21,UTC 11/01/2014 12:51:44.160,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
12,22,UTC 11/01/2014 12:52:06.784,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,23,UTC 11/01/2014 12:52:17.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59749,X1","173.240.220.68,80,X1",TCP HTTP,
12,24,UTC 11/01/2014 12:52:17.896,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2848,X0",Port: 2848,
12,25,UTC 11/01/2014 12:52:22.704,Notice,Network Access,UDP packet dropped,"201.86.172.74,13226,X1,201.86.172.74.dynamic.adsl.gvt.net.br","173.240.220.68,26965,X1",Port: 26965,
12,26,UTC 11/01/2014 12:52:53.944,Notice,Network Access,TCP connection dropped,"24.28.185.51,51233,X1,cpe-24-28-185-51.elp.res.rr.com","173.240.220.68,26965,X1",Port: 26965,
12,27,UTC 11/01/2014 12:53:12.160,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,28,UTC 11/01/2014 12:53:17.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59763,X1","173.240.220.68,80,X1",TCP HTTP,
12,29,UTC 11/01/2014 12:53:17.896,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2854,X0",Port: 2854,
12,30,UTC 11/01/2014 12:54:17.880,Notice,Network Access,Web management request allowed,"216.255.240.34,59781,X1","173.240.220.68,80,X1",TCP HTTP,
12,31,UTC 11/01/2014 12:54:17.896,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2856,X0",Port: 2856,
12,32,UTC 11/01/2014 12:54:42.000,Notice,Network Access,UDP packet dropped,"24.28.185.51,44140,X1,cpe-24-28-185-51.elp.res.rr.com","173.240.220.68,26965,X1",Port: 26965,
12,33,UTC 11/01/2014 12:54:42.000,Notice,Network Access,TCP connection dropped,"24.28.185.51,51527,X1,cpe-24-28-185-51.elp.res.rr.com","173.240.220.68,26965,X1",Port: 26965,
12,34,UTC 11/01/2014 12:54:42.112,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,35,UTC 11/01/2014 12:55:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59795,X1","173.240.220.68,80,X1",TCP HTTP,
12,36,UTC 11/01/2014 12:55:17.912,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2858,X0",Port: 2858,
12,37,UTC 11/01/2014 12:55:53.320,Notice,Network Access,UDP packet dropped,"173.240.220.50,53041,X1","173.240.220.255,137",NetBios NS UDP,
12,38,UTC 11/01/2014 12:55:53.640,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,39,UTC 11/01/2014 12:56:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59809,X1","173.240.220.68,80,X1",TCP HTTP,
12,40,UTC 11/01/2014 12:56:17.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2862,X0",Port: 2862,
12,41,UTC 11/01/2014 12:56:59.784,Notice,Network Access,TCP connection dropped,"122.225.109.211,6000,X1","173.240.220.68,22,X1",SSH,
12,42,UTC 11/01/2014 12:57:00.112,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
12,43,UTC 11/01/2014 12:57:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59824,X1","173.240.220.68,80,X1",TCP HTTP,
12,44,UTC 11/01/2014 12:57:38.880,Notice,Network Access,UDP packet dropped,"59.91.183.28,1261,X1","173.240.220.68,26965,X1",Port: 26965,
12,45,UTC 11/01/2014 12:57:39.192,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2866,X0",Port: 2866,
12,46,UTC 11/01/2014 12:58:02.240,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,47,UTC 11/01/2014 12:58:02.720,Notice,Network Access,TCP connection dropped,"109.175.48.124,11924,X1","173.240.220.68,26965,X1",Port: 26965,
12,48,UTC 11/01/2014 12:58:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59838,X1","173.240.220.68,80,X1",TCP HTTP,
12,49,UTC 11/01/2014 12:58:50.144,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2870,X0",Port: 2870,
12,50,UTC 11/01/2014 12:59:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59891,X1","173.240.220.68,80,X1",TCP HTTP,
12,51,UTC 11/01/2014 12:59:21.144,Notice,Network Access,UDP packet dropped,"173.240.220.50,57378,X1","173.240.220.255,137",NetBios NS UDP,
12,52,UTC 11/01/2014 12:59:34.000,Notice,Network Access,TCP connection dropped,"24.28.185.51,52463,X1,cpe-24-28-185-51.elp.res.rr.com","173.240.220.68,26965,X1",Port: 26965,
12,53,UTC 11/01/2014 12:59:50.160,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2874,X0",Port: 2874,
12,54,UTC 11/01/2014 13:00:17.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59917,X1","173.240.220.68,80,X1",TCP HTTP,
12,55,UTC 11/01/2014 13:00:20.496,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,56,UTC 11/01/2014 13:00:23.496,Notice,Network Access,UDP packet dropped,"59.91.183.28,1323,X1","173.240.220.68,26965,X1",Port: 26965,
12,57,UTC 11/01/2014 13:00:49.640,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2879,X0",Port: 2879,
12,58,UTC 11/01/2014 13:01:20.160,Notice,Network Access,Web management request allowed,"216.255.240.34,59935,X1","173.240.220.68,80,X1",TCP HTTP,
12,59,UTC 11/01/2014 13:01:45.304,Notice,Network Access,UDP packet dropped,"79.54.27.110,40959,X1","173.240.220.68,26965,X1",Port: 26965,
12,60,UTC 11/01/2014 13:01:45.640,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
12,61,UTC 11/01/2014 13:01:50.176,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2884,X0",Port: 2884,
12,62,UTC 11/01/2014 13:02:09.080,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
12,63,UTC 11/01/2014 13:02:27.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59950,X1","173.240.220.68,80,X1",TCP HTTP,
12,64,UTC 11/01/2014 13:02:32.880,Notice,Network Access,TCP connection dropped,"104.131.170.238,38125,X1","173.240.220.68,22,X1",SSH,
12,65,UTC 11/01/2014 13:02:48.928,Notice,Network Access,UDP packet dropped,"173.240.220.50,33206,X1","173.240.220.255,137",NetBios NS UDP,
12,66,UTC 11/01/2014 13:02:50.176,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2889,X0",Port: 2889,
12,67,UTC 11/01/2014 13:03:27.896,Notice,Network Access,Web management request allowed,"216.255.240.34,59965,X1","173.240.220.68,80,X1",TCP HTTP,
12,68,UTC 11/01/2014 13:03:28.256,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
