"#"  ," ","Time"                       ,"Priority","Category"      ,"Message"                                              ,"Source"                                                      ,"Destination"                                 ,"Notes"                                                                                                                 ,"Rule"
"116","" ,"UTC 11/01/2014 12:05:17.896","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.8, 53, X0, complab-spare.complab.eng"               ,"172.30.51.1, 2665, X0"                       ,"Port:  2665"                                                                                                           ,""
"117","" ,"UTC 11/01/2014 12:05:47.880","Notice"  ,"Network Access","Web management request allowed"                       ,"216.255.240.34, 58981, X1"                                   ,"173.240.220.68, 80, X1"                      ,"TCP HTTP"                                                                                                              ,""
"118","" ,"UTC 11/01/2014 12:05:49.720","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.6, 53, X0, complab-bdc.complab.eng"                 ,"172.30.51.1, 2666, X0"                       ,"Port:  2666"                                                                                                           ,""
"119","" ,"UTC 11/01/2014 12:06:49.720","Notice"  ,"Network Access","Web management request allowed"                       ,"216.255.240.34, 58998, X1"                                   ,"173.240.220.68, 80, X1"                      ,"TCP HTTP"                                                                                                              ,""
"120","" ,"UTC 11/01/2014 12:07:17.896","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.6, 53, X0, complab-bdc.complab.eng"                 ,"172.30.51.1, 2669, X0"                       ,"Port:  2669"                                                                                                           ,""
"121","" ,"UTC 11/01/2014 12:07:22.528","Notice"  ,"Network Access","UDP packet dropped"                                   ,"79.6.87.87, 28264, X1"                                       ,"173.240.220.68, 26965, X1"                   ,"Port: 26965"                                                                                                           ,""
"122","" ,"UTC 11/01/2014 12:07:22.864","Info"    ,"Network Access","ICMP packet from LAN allowed"                         ,"172.30.51.1, 3, X0"                                          ,"172.30.2.6, 3, X0, complab-bdc.complab.eng"  ,"ICMP Destination Unreachable, Code: 3"                                                                                 ,""
"123","" ,"UTC 11/01/2014 12:07:49.720","Notice"  ,"Network Access","Web management request allowed"                       ,"216.255.240.34, 59016, X1"                                   ,"173.240.220.68, 80, X1"                      ,"TCP HTTP"                                                                                                              ,""
"124","" ,"UTC 11/01/2014 12:08:17.896","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.5, 53, X0, complab-ad.complab.eng"                  ,"172.30.51.1, 2676, X0"                       ,"Port:  2676"                                                                                                           ,""
"125","" ,"UTC 11/01/2014 12:08:46.928","Notice"  ,"Network Access","UDP packet from LAN dropped"                          ,"172.30.50.6, 68, X0"                                         ,"255.255.255.255, 67"                         ,"UDP Port:    67"                                                                                                       ,""
"126","" ,"UTC 11/01/2014 12:08:49.736","Notice"  ,"Network Access","Web management request allowed"                       ,"216.255.240.34, 59030, X1"                                   ,"173.240.220.68, 80, X1"                      ,"TCP HTTP"                                                                                                              ,""
"127","" ,"UTC 11/01/2014 12:09:17.896","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.6, 53, X0, complab-bdc.complab.eng"                 ,"172.30.51.1, 2678, X0"                       ,"Port:  2678"                                                                                                           ,""
"128","" ,"UTC 11/01/2014 12:09:46.352","Notice"  ,"Network Access","UDP packet dropped"                                   ,"154.104.140.209, 81, X1"                                     ,"173.240.220.68, 26965, X1"                   ,"Port: 26965"                                                                                                           ,""
"129","" ,"UTC 11/01/2014 12:09:46.672","Info"    ,"Network Access","ICMP packet from LAN allowed"                         ,"172.30.51.1, 3, X0"                                          ,"172.30.2.5, 3, X0, complab-ad.complab.eng"   ,"ICMP Destination Unreachable, Code: 3"                                                                                 ,""
"130","" ,"UTC 11/01/2014 12:09:49.736","Notice"  ,"Network Access","Web management request allowed"                       ,"216.255.240.34, 59045, X1"                                   ,"173.240.220.68, 80, X1"                      ,"TCP HTTP"                                                                                                              ,""
"131","" ,"UTC 11/01/2014 12:10:04.544","Notice"  ,"Network Access","UDP packet from LAN dropped"                          ,"172.30.50.6, 68, X0"                                         ,"255.255.255.255, 67"                         ,"UDP Port:    67"                                                                                                       ,""
"132","" ,"UTC 11/01/2014 12:10:16.752","Notice"  ,"Network Access","TCP connection dropped"                               ,"186.218.117.162, 49300, X1, 186-218-117-162.viacaboip.com.br","173.240.220.68, 26965, X1"                   ,"Port: 26965"                                                                                                           ,""
"133","" ,"UTC 11/01/2014 12:10:17.896","Info"    ,"Network Access","DNS packet allowed"                                   ,"172.30.2.5, 53, X0, complab-ad.complab.eng"                  ,"172.30.51.1, 2682, X0"                       ,"Port:  2682"                                                                                                           ,""
