No.,Time,Source,Destination,Protocol,Length,Info,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude
1,0.0,24.6.173.220,75.75.75.75,DNS,74,Standard query 0x5285  A www.sfgate.com,37.4404,-121.8705,38.0,-97.0
2,0.012983,75.75.75.75,24.6.173.220,DNS,132,Standard query response 0x5285  CNAME orig-10034.hearst.cotcdn.net A 208.93.137.180,38.0,-97.0,37.4404,-121.8705
3,0.014193,24.6.173.220,75.75.75.75,DNS,74,Standard query 0x30b7  AAAA www.sfgate.com,37.4404,-121.8705,38.0,-97.0
4,0.034265,75.75.75.75,24.6.173.220,DNS,175,Standard query response 0x30b7  CNAME orig-10034.hearst.cotcdn.net,38.0,-97.0,37.4404,-121.8705
5,0.035587,24.6.173.220,208.93.137.180,TCP,66,10615 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
6,0.053914,208.93.137.180,24.6.173.220,TCP,66,"80 > 10615 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
7,0.054046,24.6.173.220,208.93.137.180,TCP,54,10615 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
8,0.054566,24.6.173.220,208.93.137.180,HTTP,549,GET /feedback/ HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
9,0.07576,208.93.137.180,24.6.173.220,TCP,60,80 > 10615 [ACK] Seq=1 Ack=496 Win=6912 Len=0,37.3394,-121.895,37.4404,-121.8705
10,0.198335,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
11,0.20052,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
12,0.20218,24.6.173.220,208.93.137.180,TCP,54,10615 > 80 [ACK] Seq=496 Ack=2921 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
13,0.228194,24.6.173.220,208.93.137.180,TCP,66,10616 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
14,0.229065,24.6.173.220,208.93.137.180,TCP,66,10617 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
15,0.229307,24.6.173.220,208.93.137.180,TCP,66,10618 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
16,0.229807,24.6.173.220,75.75.75.75,DNS,76,Standard query 0xbb19  A aps.hearstnp.com,37.4404,-121.8705,38.0,-97.0
17,0.229919,24.6.173.220,208.93.137.180,TCP,66,10619 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
18,0.23037,24.6.173.220,208.93.137.180,TCP,66,10620 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
19,0.230395,24.6.173.220,75.75.75.75,DNS,95,Standard query 0x86c3  A digitaldoor.subscriberconcierge.com,37.4404,-121.8705,38.0,-97.0
20,0.243244,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
21,0.245418,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
22,0.245423,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
23,0.245425,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
24,0.247747,24.6.173.220,208.93.137.180,TCP,54,10615 > 80 [ACK] Seq=496 Ack=8761 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
25,0.248535,208.93.137.180,24.6.173.220,TCP,66,"80 > 10616 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
26,0.248536,208.93.137.180,24.6.173.220,TCP,66,"80 > 10617 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
27,0.248538,208.93.137.180,24.6.173.220,TCP,66,"80 > 10618 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
28,0.24854,75.75.75.75,24.6.173.220,DNS,111,Standard query response 0x86c3  A 66.109.241.50,38.0,-97.0,37.4404,-121.8705
29,0.248541,75.75.75.75,24.6.173.220,DNS,134,Standard query response 0xbb19  CNAME orig-10050.hearst.cotcdn.net A 208.93.137.180,38.0,-97.0,37.4404,-121.8705
30,0.248727,24.6.173.220,208.93.137.180,TCP,54,10616 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
31,0.248773,24.6.173.220,208.93.137.180,TCP,54,10617 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
32,0.248798,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
33,0.249392,24.6.173.220,208.93.137.180,HTTP,383,GET /external/css/global.shared.2.8.4p3.19000.css HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
34,0.249817,24.6.173.220,208.93.137.180,HTTP,381,GET /external/css/global.site.2.8.4p3.19000.css HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
35,0.249818,24.6.173.220,75.75.75.75,DNS,76,Standard query 0xd557  AAAA aps.hearstnp.com,37.4404,-121.8705,38.0,-97.0
36,0.249841,24.6.173.220,75.75.75.75,DNS,95,Standard query 0xe6fc  AAAA digitaldoor.subscriberconcierge.com,37.4404,-121.8705,38.0,-97.0
37,0.250116,24.6.173.220,208.93.137.180,HTTP,366,GET /external/js/global.header.2.8.4p3.19000.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
38,0.251332,208.93.137.180,24.6.173.220,TCP,66,"80 > 10619 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
39,0.251334,208.93.137.180,24.6.173.220,TCP,60,"80 > 10620 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460",37.3394,-121.895,37.4404,-121.8705
40,0.251444,24.6.173.220,208.93.137.180,TCP,54,10619 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
41,0.251473,24.6.173.220,208.93.137.180,TCP,54,10620 > 80 [ACK] Seq=1 Ack=1 Win=256960 Len=0,37.4404,-121.8705,37.3394,-121.895
42,0.251759,24.6.173.220,208.93.137.180,HTTP,370,GET /css/pages/sections/feedback.css HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
43,0.25217,24.6.173.220,208.93.137.180,HTTP,363,GET /external/js/global.top.2.8.4p3.19000.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
44,0.267873,208.93.137.180,24.6.173.220,TCP,60,80 > 10616 [ACK] Seq=1 Ack=330 Win=6912 Len=0,37.3394,-121.895,37.4404,-121.8705
45,0.268632,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
46,0.269652,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
47,0.269655,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
48,0.269657,208.93.137.180,24.6.173.220,TCP,60,80 > 10617 [ACK] Seq=1 Ack=328 Win=6912 Len=0,37.3394,-121.895,37.4404,-121.8705
49,0.269662,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
50,0.270234,24.6.173.220,208.93.137.180,TCP,54,10616 > 80 [ACK] Seq=330 Ack=4381 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
51,0.270997,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
52,0.271,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
53,0.271369,24.6.173.220,208.93.137.180,TCP,54,10617 > 80 [ACK] Seq=328 Ack=4381 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
54,0.272172,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
55,0.272174,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
56,0.272178,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
57,0.272864,24.6.173.220,208.93.137.180,TCP,54,10617 > 80 [ACK] Seq=328 Ack=8761 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
58,0.273613,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
59,0.273615,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
60,0.273622,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
61,0.274192,24.6.173.220,208.93.137.180,TCP,54,10617 > 80 [ACK] Seq=328 Ack=13141 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
62,0.27494,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
63,0.274942,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
64,0.274945,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
65,0.27495,208.93.137.180,24.6.173.220,HTTP,472,HTTP/1.1 200 OK  (text/css),37.3394,-121.895,37.4404,-121.8705
66,0.274955,75.75.75.75,24.6.173.220,DNS,150,Standard query response 0xe6fc ,38.0,-97.0,37.4404,-121.8705
67,0.275594,24.6.173.220,208.93.137.180,TCP,54,10617 > 80 [ACK] Seq=328 Ack=17939 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
68,0.27599,24.6.173.220,208.93.137.180,HTTP,354,GET /js/omniture/analyticsconfig.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
69,0.276325,24.6.173.220,66.109.241.50,TCP,66,10621 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,38.0,-97.0
70,0.276463,208.93.137.180,24.6.173.220,TCP,60,80 > 10618 [ACK] Seq=1 Ack=313 Win=6912 Len=0,37.3394,-121.895,37.4404,-121.8705
71,0.276478,208.93.137.180,24.6.173.220,TCP,60,80 > 10619 [ACK] Seq=1 Ack=317 Win=6912 Len=0,37.3394,-121.895,37.4404,-121.8705
72,0.276479,208.93.137.180,24.6.173.220,TCP,60,80 > 10620 [ACK] Seq=1 Ack=310 Win=6432 Len=0,37.3394,-121.895,37.4404,-121.8705
73,0.27648,208.93.137.180,24.6.173.220,HTTP,478,HTTP/1.1 200 OK  (application/x-javascript) (application/x-javascript),37.3394,-121.895,37.4404,-121.8705
74,0.276482,208.93.137.180,24.6.173.220,HTTP,1195,HTTP/1.1 200 OK  (text/css),37.3394,-121.895,37.4404,-121.8705
75,0.276483,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
76,0.276638,24.6.173.220,66.109.241.50,TCP,66,10622 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,38.0,-97.0
77,0.277345,24.6.173.220,66.109.241.50,TCP,66,10623 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,38.0,-97.0
78,0.277873,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
79,0.277876,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
80,0.277879,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
81,0.277884,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
82,0.278011,24.6.173.220,66.109.241.50,TCP,66,10624 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,38.0,-97.0
83,0.278273,24.6.173.220,208.93.137.180,HTTP,349,GET /js/hdn/omniture/s_code.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
84,0.278562,24.6.173.220,208.93.137.180,HTTP,355,GET /js/hdn/omniture/analyticswcm.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
85,0.279293,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=7301 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
86,0.28005,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
87,0.280053,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
88,0.280057,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
89,0.28006,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
90,0.281497,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=13141 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
91,0.282254,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
92,0.282257,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
93,0.282262,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
94,0.282266,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
95,0.282268,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
96,0.284262,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=20441 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
97,0.285017,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
98,0.28502,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
99,0.285024,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
100,0.285027,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
101,0.285029,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
102,0.285032,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
103,0.287745,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=29201 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
104,0.288513,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
105,0.288515,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
106,0.288517,75.75.75.75,24.6.173.220,DNS,177,Standard query response 0xd557  CNAME orig-10050.hearst.cotcdn.net,38.0,-97.0,37.4404,-121.8705
107,0.288522,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
108,0.288537,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
109,0.288539,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
110,0.288545,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
111,0.289717,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=32121 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
112,0.290641,24.6.173.220,208.93.137.180,TCP,54,10616 > 80 [ACK] Seq=330 Ack=10221 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
113,0.29104,24.6.173.220,208.93.137.180,TCP,66,10625 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
114,0.291317,24.6.173.220,208.93.137.180,TCP,66,10626 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1,37.4404,-121.8705,37.3394,-121.895
115,0.291397,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
116,0.291399,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
117,0.291402,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
118,0.291408,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
119,0.29141,208.93.137.180,24.6.173.220,HTTP,891,HTTP/1.1 200 OK  (text/html),37.3394,-121.895,37.4404,-121.8705
120,0.294617,24.6.173.220,75.75.75.75,DNS,73,Standard query 0xf961  A ww3.hdnux.com,37.4404,-121.8705,38.0,-97.0
121,0.294864,24.6.173.220,75.75.75.75,DNS,73,Standard query 0x0273  A ww1.hdnux.com,37.4404,-121.8705,38.0,-97.0
122,0.295007,24.6.173.220,75.75.75.75,DNS,73,Standard query 0x7393  A ww2.hdnux.com,37.4404,-121.8705,38.0,-97.0
123,0.295086,24.6.173.220,208.93.137.180,TCP,54,10615 > 80 [ACK] Seq=496 Ack=15438 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
124,0.295795,24.6.173.220,208.93.137.180,HTTP,344,GET /js/hdn/ysmwrapper.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
125,0.297128,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
126,0.298611,208.93.137.180,24.6.173.220,HTTP,392,HTTP/1.1 200 OK  (application/x-javascript),37.3394,-121.895,37.4404,-121.8705
127,0.298613,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
128,0.298616,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
129,0.298618,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
130,0.298621,208.93.137.180,24.6.173.220,HTTP,925,HTTP/1.1 200 OK  (application/x-javascript),37.3394,-121.895,37.4404,-121.8705
131,0.298977,24.6.173.220,75.75.75.75,DNS,88,Standard query 0xcf9a  A us2widget.nimblecommerce.com,37.4404,-121.8705,38.0,-97.0
132,0.299642,24.6.173.220,75.75.75.75,DNS,88,Standard query 0xfe93  A analytics.apnewsregistry.com,37.4404,-121.8705,38.0,-97.0
133,0.299935,24.6.173.220,75.75.75.75,DNS,75,Standard query 0x6505  A imgs.sfgate.com,37.4404,-121.8705,38.0,-97.0
134,0.300282,24.6.173.220,208.93.137.180,TCP,54,10618 > 80 [ACK] Seq=313 Ack=33919 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
135,0.30031,24.6.173.220,208.93.137.180,TCP,54,10619 > 80 [ACK] Seq=618 Ack=5522 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
136,0.30102,24.6.173.220,208.93.137.180,HTTP,366,GET /external/js/global.bottom.2.8.4p3.19000.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
137,0.301066,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
138,0.301068,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
139,0.301071,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
140,0.301073,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
141,0.301075,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
142,0.302561,24.6.173.220,208.93.137.180,TCP,54,10620 > 80 [ACK] Seq=605 Ack=6265 Win=256960 Len=0,37.4404,-121.8705,37.3394,-121.895
143,0.303043,24.6.173.220,208.93.137.180,HTTP,395,GET /img/modules/siteheader/chron_we_promo.gif HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
144,0.303365,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
145,0.303367,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
146,0.30337,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
147,0.303372,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
148,0.303374,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
149,0.304922,24.6.173.220,208.93.137.180,TCP,54,10620 > 80 [ACK] Seq=605 Ack=13565 Win=256960 Len=0,37.4404,-121.8705,37.3394,-121.895
150,0.305737,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
151,0.30574,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
152,0.305743,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
153,0.305745,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
154,0.305747,208.93.137.180,24.6.173.220,HTTP,269,HTTP/1.1 200 OK  (application/x-javascript),37.3394,-121.895,37.4404,-121.8705
155,0.307071,24.6.173.220,208.93.137.180,TCP,54,10620 > 80 [ACK] Seq=605 Ack=19620 Win=256960 Len=0,37.4404,-121.8705,37.3394,-121.895
156,0.307355,24.6.173.220,208.93.137.180,HTTP,386,GET /img/modules/siteheader/brand.png HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
157,0.308581,208.93.137.180,24.6.173.220,TCP,66,"80 > 10625 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
158,0.308806,24.6.173.220,208.93.137.180,TCP,54,10625 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
159,0.309161,24.6.173.220,208.93.137.180,HTTP,344,GET /Scripts/loadAds.js HTTP/1.1 ,37.4404,-121.8705,37.3394,-121.895
160,0.309558,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
161,0.30956,208.93.137.180,24.6.173.220,TCP,66,"80 > 10626 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=128",37.3394,-121.895,37.4404,-121.8705
162,0.309793,24.6.173.220,208.93.137.180,TCP,54,10626 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
163,0.310548,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
164,0.310552,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
165,0.310554,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
166,0.311122,24.6.173.220,208.93.137.180,TCP,54,10616 > 80 [ACK] Seq=330 Ack=16061 Win=65700 Len=0,37.4404,-121.8705,37.3394,-121.895
167,0.311871,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
168,0.311874,75.75.75.75,24.6.173.220,DNS,131,Standard query response 0x0273  CNAME orig-10055.hearst.cotcdn.net A 208.93.137.180,38.0,-97.0,37.4404,-121.8705
169,0.311875,75.75.75.75,24.6.173.220,DNS,131,Standard query response 0xf961  CNAME orig-10055.hearst.cotcdn.net A 208.93.137.180,38.0,-97.0,37.4404,-121.8705
170,0.311877,75.75.75.75,24.6.173.220,DNS,131,Standard query response 0x7393  CNAME orig-10055.hearst.cotcdn.net A 208.93.137.180,38.0,-97.0,37.4404,-121.8705
171,0.31288,24.6.173.220,75.75.75.75,DNS,73,Standard query 0xf57e  AAAA ww3.hdnux.com,37.4404,-121.8705,38.0,-97.0
172,0.31296,24.6.173.220,75.75.75.75,DNS,73,Standard query 0x01b9  AAAA ww2.hdnux.com,37.4404,-121.8705,38.0,-97.0
173,0.313039,24.6.173.220,75.75.75.75,DNS,73,Standard query 0xba50  AAAA ww1.hdnux.com,37.4404,-121.8705,38.0,-97.0
174,0.31368,208.93.137.180,24.6.173.220,TCP,60,80 > 10615 [ACK] Seq=15438 Ack=786 Win=8064 Len=0,37.3394,-121.895,37.4404,-121.8705
175,0.314498,208.93.137.180,24.6.173.220,TCP,1514,[TCP segment of a reassembled PDU],37.3394,-121.895,37.4404,-121.8705
176,0.315721,208.93.137.180,24.6.173.220,HTTP,940,HTTP/1.1 200 OK  (application/x-javascript),37.3394,-121.895,37.4404,-121.8705
177,0.315726,75.75.75.75,24.6.173.220,DNS,218,Standard query response 0xfe93  CNAME prod-tracking-http-89765270.us-east-1.elb.amazonaws.com A 107.22.233.219 A 23.21.54.17 A 23.21.50.193 A 23.21.231.73,38.0,-97.0,37.4404,-121.8705
178,0.315728,75.75.75.75,24.6.173.220,DNS,133,Standard query response 0x6505  CNAME orig-10056.hearst.cotcdn.net A 208.93.137.190,38.0,-97.0,37.4404,-121.8705
